Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,number_established_years
food,13.8,regular,0.064195136,fruits_and_vegetables,75.8012,out035,small,tier_2,supermarket_type1,1138.518,17
non-consumable,9.8,low_fat,0.090448534,others,194.5478,out035,small,tier_2,supermarket_type1,774.9912,17
food,16.2,regular,0.016679232,frozen_foods,96.3726,out049,medium,tier_1,supermarket_type1,2740.4328,22
food,12.857645184135976,low_fat,0.0,fruits_and_vegetables,55.7298,out027,medium,tier_3,supermarket_type3,2804.3496,36
drinks,8.895,low_fat,0.075757177,hard_drinks,233.8616,out018,medium,tier_3,supermarket_type2,937.4464,12
drinks,18.7,low_fat,0.014622625,soft_drinks,52.0324,out045,ultra_high,tier_2,supermarket_type1,1090.5804,19
food,15.85,regular,0.121531501,baking_goods,59.222,out013,high,tier_3,supermarket_type1,599.22,34
food,9.065,low_fat,0.115307979,frozen_foods,97.0094,out035,small,tier_2,supermarket_type1,856.8846,17
non-consumable,11.1,low_fat,0.033102681,household,116.6124,out035,small,tier_2,supermarket_type1,1540.6612,17
food,13.8,low_fat,0.01326146,canned,108.0254,out035,small,tier_2,supermarket_type1,759.6778,17
food,7.75,Regular,0.083268523,frozen_foods,32.9558,out018,medium,tier_3,supermarket_type2,101.8674,12
non-consumable,12.15,low_fat,0.006770252,others,124.473,out049,medium,tier_1,supermarket_type1,1231.73,22
food,21.25,low_fat,0.019423232,snack_foods,120.8756,out046,small,tier_1,supermarket_type1,3150.5656,24
drinks,13.8,low_fat,0.097251621,dairy,245.7802,out010,ultra_high,tier_3,grocery_store,245.6802,23
food,9.195,low_fat,0.101294945,baking_goods,46.2744,out046,small,tier_1,supermarket_type1,1086.5856,24
food,12.857645184135976,regular,0.03443677,breads,156.5288,out027,medium,tier_3,supermarket_type3,4870.9928,36
food,16.0,low_fat,0.057012606,dairy,225.0404,out013,high,tier_3,supermarket_type1,5851.0504,34
food,9.195,regular,0.04731256,frozen_foods,50.7666,out018,medium,tier_3,supermarket_type2,512.666,12
food,12.857645184135976,low_fat,0.042758477,fruits_and_vegetables,88.4172,out027,medium,tier_3,supermarket_type3,2051.9956,36
food,10.895,low_fat,0.064939211,fruits_and_vegetables,194.1794,out018,medium,tier_3,supermarket_type2,2340.9528,12
non-consumable,20.25,low_fat,0.058935522,household,246.646,out046,small,tier_1,supermarket_type1,2463.46,24
food,15.1,regular,0.096491904,meat,134.4942,out018,medium,tier_3,supermarket_type2,1854.9188,12
non-consumable,16.35,low_fat,0.013393537,others,106.028,out045,ultra_high,tier_2,supermarket_type1,1065.28,19
non-consumable,12.857645184135976,lf,0.058827583,household,110.4912,out019,small,tier_1,grocery_store,436.7648,36
drinks,12.857645184135976,low_fat,0.06912336,soft_drinks,106.0938,out027,medium,tier_3,supermarket_type3,2787.0388,36
food,12.5,low_fat,0.020680499,breads,197.2742,out013,high,tier_3,supermarket_type1,2587.9646,34
non-consumable,7.27,low_fat,0.046631836,health_and_hygiene,98.4384,out049,medium,tier_1,supermarket_type1,1576.6144,22
food,8.02,low_fat,0.111419588,snack_foods,154.3998,out035,small,tier_2,supermarket_type1,3383.5956,17
food,12.857645184135976,regular,0.073541072,frozen_foods,192.282,out019,small,tier_1,grocery_store,386.164,36
food,8.68,low_fat,0.008828341,frozen_foods,99.9384,out013,high,tier_3,supermarket_type1,689.7688,34
food,10.195,regular,0.145867347,dairy,194.0794,out046,small,tier_1,supermarket_type1,3901.588,24
non-consumable,6.095,low_fat,0.081361288,others,141.9154,out045,ultra_high,tier_2,supermarket_type1,2694.4926,19
food,16.0,regular,0.099832728,frozen_foods,87.4856,out017,ultra_high,tier_2,supermarket_type1,263.6568,14
food,12.857645184135976,regular,0.047037323,snack_foods,96.4068,out027,medium,tier_3,supermarket_type3,2624.5836,36
non-consumable,13.1,low_fat,0.012089479,others,189.853,out013,high,tier_3,supermarket_type1,3415.554,34
food,19.75,low_fat,0.033942546,snack_foods,213.5902,out049,medium,tier_1,supermarket_type1,4460.1942,22
food,11.5,regular,0.037563325,snack_foods,109.5254,out035,small,tier_2,supermarket_type1,1627.881,17
food,18.2,low_fat,0.049520593,fruits_and_vegetables,147.3734,out018,medium,tier_3,supermarket_type2,2375.5744,12
food,20.75,regular,0.105994654,breakfast,150.5682,out010,ultra_high,tier_3,grocery_store,762.341,23
food,7.365,low_fat,0.159937597,snack_foods,93.912,out035,small,tier_2,supermarket_type1,1304.968,17
food,7.22,regular,0.038477325,baking_goods,62.951,out018,medium,tier_3,supermarket_type2,1138.518,12
food,19.2,low_fat,0.058893461,snack_foods,178.9318,out010,ultra_high,tier_3,grocery_store,180.4318,23
food,9.0,low_fat,0.079794329,canned,80.1644,out017,ultra_high,tier_2,supermarket_type1,1178.466,14
drinks,11.8,low_fat,0.054460571,hard_drinks,77.0012,out017,ultra_high,tier_2,supermarket_type1,2277.036,14
food,18.0,low_fat,0.008539208,baking_goods,81.2618,out035,small,tier_2,supermarket_type1,402.809,17
food,10.85,low_fat,0.163160327,snack_foods,107.4622,out017,ultra_high,tier_2,supermarket_type1,1693.7952,14
food,19.1,low_fat,0.03856376,fruits_and_vegetables,209.2586,out046,small,tier_1,supermarket_type1,3165.879,24
food,12.857645184135976,regular,0.095587976,fruits_and_vegetables,193.982,out019,small,tier_1,grocery_store,579.246,36
food,11.15,regular,0.00827301,dairy,150.4708,out013,high,tier_3,supermarket_type1,1956.1204,34
food,17.7,regular,0.0,fruits_and_vegetables,46.8034,out017,ultra_high,tier_2,supermarket_type1,923.4646,14
food,10.6,low_fat,0.011087128,breads,41.4454,out035,small,tier_2,supermarket_type1,1468.089,17
food,14.7,low_fat,0.072707309,fruits_and_vegetables,49.5034,out017,ultra_high,tier_2,supermarket_type1,291.6204,14
non-consumable,8.85,low_fat,0.016052446,household,106.7964,out045,ultra_high,tier_2,supermarket_type1,1367.5532,19
non-consumable,19.6,low_fat,0.02394662,household,106.9964,out035,small,tier_2,supermarket_type1,1788.3388,17
food,10.0,low_fat,0.025879577,canned,265.2226,out045,ultra_high,tier_2,supermarket_type1,5815.0972,19
non-consumable,12.857645184135976,low_fat,0.123557061,household,216.6192,out019,small,tier_1,grocery_store,215.7192,36
drinks,7.81,low_fat,0.112906337,soft_drinks,243.5486,out010,ultra_high,tier_3,grocery_store,488.6972,23
non-consumable,12.857645184135976,low_fat,0.0,health_and_hygiene,123.473,out019,small,tier_1,grocery_store,369.519,36
food,12.857645184135976,regular,0.03670437,meat,228.1352,out027,medium,tier_3,supermarket_type3,9390.4432,36
food,20.25,regular,0.076097073,dairy,193.5794,out013,high,tier_3,supermarket_type1,1950.794,34
food,12.857645184135976,low_fat,0.009534758,snack_foods,64.551,out027,medium,tier_3,supermarket_type3,1201.769,36
food,12.857645184135976,regular,0.141975462,snack_foods,49.6008,out019,small,tier_1,grocery_store,50.6008,36
non-consumable,7.5,low_fat,0.036439878,health_and_hygiene,175.3028,out017,ultra_high,tier_2,supermarket_type1,3010.7476,14
food,16.5,regular,0.079875237,fruits_and_vegetables,102.7332,out045,ultra_high,tier_2,supermarket_type1,1537.998,19
food,12.857645184135976,regular,0.0,canned,154.6314,out027,medium,tier_3,supermarket_type3,6515.5188,36
non-consumable,8.97,low_fat,0.092997032,household,55.2956,out035,small,tier_2,supermarket_type1,873.5296,17
food,12.857645184135976,regular,0.020312314,meat,98.1042,out027,medium,tier_3,supermarket_type3,2777.7176,36
drinks,9.895,lf,0.167831064,soft_drinks,237.4564,out046,small,tier_1,supermarket_type1,715.0692,24
food,8.21,low_fat,0.045016894,dairy,87.6198,out045,ultra_high,tier_2,supermarket_type1,1133.8574,19
food,5.15,regular,0.10239789,meat,122.1388,out010,ultra_high,tier_3,grocery_store,495.3552,23
food,20.35,regular,0.031102571,dairy,257.2672,out017,ultra_high,tier_2,supermarket_type1,2045.3376,14
drinks,9.6,low_fat,0.096842096,soft_drinks,166.1158,out017,ultra_high,tier_2,supermarket_type1,501.3474,14
food,10.65,low_fat,0.024107056,fruits_and_vegetables,56.6272,out017,ultra_high,tier_2,supermarket_type1,447.4176,14
food,7.17,regular,0.05997133,fruits_and_vegetables,132.1968,out018,medium,tier_3,supermarket_type2,2870.9296,12
food,12.857645184135976,lf,0.144534212,dairy,190.6504,out019,small,tier_1,grocery_store,575.2512,36
food,12.857645184135976,regular,0.0,baking_goods,165.5868,out027,medium,tier_3,supermarket_type3,5404.9644,36
food,16.2,low_fat,0.074019393,frozen_foods,41.7454,out010,ultra_high,tier_3,grocery_store,83.8908,23
food,18.85,low_fat,0.042641788,canned,257.833,out035,small,tier_2,supermarket_type1,5382.993,17
food,12.6,low_fat,0.087380432,fruits_and_vegetables,109.7228,out013,high,tier_3,supermarket_type1,1547.3192,34
food,13.65,lf,0.04917754,fruits_and_vegetables,151.805,out013,high,tier_3,supermarket_type1,2696.49,34
food,11.0,regular,0.088025298,frozen_foods,158.063,out045,ultra_high,tier_2,supermarket_type1,2659.871,19
food,11.6,low_fat,0.038597077,dairy,57.9272,out045,ultra_high,tier_2,supermarket_type1,615.1992,19
food,11.1,low_fat,0.135692831,snack_foods,220.0482,out018,medium,tier_3,supermarket_type2,2628.5784,12
non-consumable,20.5,low_fat,0.143283608,household,37.919,out046,small,tier_1,supermarket_type1,183.095,24
food,12.857645184135976,low_fat,0.099747488,fruits_and_vegetables,75.2328,out027,medium,tier_3,supermarket_type3,1544.656,36
food,12.857645184135976,low_fat,0.173324207,frozen_foods,39.9164,out019,small,tier_1,grocery_store,38.6164,36
drinks,12.3,low_fat,0.069446588,soft_drinks,106.3938,out035,small,tier_2,supermarket_type1,857.5504,17
non-consumable,20.5,low_fat,0.032954044,household,39.3822,out017,ultra_high,tier_2,supermarket_type1,314.2576,14
food,12.0,low_fat,0.033974436,canned,181.8976,out046,small,tier_1,supermarket_type1,4527.44,24
food,7.35,regular,0.014353174,fruits_and_vegetables,242.6512,out013,high,tier_3,supermarket_type1,969.4048,34
non-consumable,12.857645184135976,low_fat,0.055566935,household,263.591,out019,small,tier_1,grocery_store,262.991,36
food,5.175,regular,0.029555773,snack_foods,105.9622,out045,ultra_high,tier_2,supermarket_type1,1693.7952,19
drinks,19.1,low_fat,0.045400017,dairy,38.8138,out045,ultra_high,tier_2,supermarket_type1,690.4346,19
food,6.985,regular,0.137926458,meat,184.7608,out018,medium,tier_3,supermarket_type2,4042.7376,12
food,5.035,regular,0.080072603,breads,228.2036,out045,ultra_high,tier_2,supermarket_type1,2504.7396,19
food,12.857645184135976,regular,0.076944658,fruits_and_vegetables,257.133,out027,medium,tier_3,supermarket_type3,7433.657,36
food,10.65,low_fat,0.024020078,fruits_and_vegetables,57.2272,out045,ultra_high,tier_2,supermarket_type1,1174.4712,19
food,12.857645184135976,low_fat,0.039300964,snack_foods,99.5042,out027,medium,tier_3,supermarket_type3,1884.8798,36
drinks,12.857645184135976,low_fat,0.060237465,hard_drinks,115.9834,out019,small,tier_1,grocery_store,345.5502,36
food,16.25,low_fat,0.025789175,fruits_and_vegetables,166.9474,out045,ultra_high,tier_2,supermarket_type1,2863.6058,19
food,20.2,regular,0.0,fruits_and_vegetables,129.0678,out017,ultra_high,tier_2,supermarket_type1,3560.6984,14
food,18.25,low_fat,0.077882226,snack_foods,258.0962,out045,ultra_high,tier_2,supermarket_type1,1035.9848,19
non-consumable,12.35,low_fat,0.164274416,household,119.8124,out045,ultra_high,tier_2,supermarket_type1,2133.2232,19
food,12.857645184135976,regular,0.141360118,baking_goods,197.311,out019,small,tier_1,grocery_store,392.822,36
food,8.775,low_fat,0.021647195,fruits_and_vegetables,109.5228,out045,ultra_high,tier_2,supermarket_type1,994.7052,19
food,12.857645184135976,low_fat,0.078831762,breads,98.97,out027,medium,tier_3,supermarket_type3,3395.58,36
food,11.1,low_fat,0.010658153,canned,83.0908,out049,medium,tier_1,supermarket_type1,1593.9252,22
non-consumable,16.35,low_fat,0.013387211,others,105.628,out049,medium,tier_1,supermarket_type1,1065.28,22
food,12.857645184135976,low_fat,0.064636203,baking_goods,90.0804,out027,medium,tier_3,supermarket_type3,2113.2492,36
food,12.857645184135976,low_fat,0.036012919,snack_foods,148.0734,out019,small,tier_1,grocery_store,593.8936,36
food,19.2,regular,0.142189843,canned,153.8314,out010,ultra_high,tier_3,grocery_store,155.1314,23
food,17.35,low_fat,0.014691784,frozen_foods,74.1038,out046,small,tier_1,supermarket_type1,960.7494,24
food,18.25,regular,0.171174491,dairy,156.463,out045,ultra_high,tier_2,supermarket_type1,938.778,19
food,7.17,regular,0.059820884,fruits_and_vegetables,130.3968,out049,medium,tier_1,supermarket_type1,3523.4136,22
food,20.7,regular,0.079281476,baking_goods,100.1042,out035,small,tier_2,supermarket_type1,892.8378,17
food,19.25,low_fat,0.170348551,dairy,55.7956,out010,ultra_high,tier_3,grocery_store,163.7868,23
drinks,12.857645184135976,lf,0.033929133,soft_drinks,154.3972,out019,small,tier_1,grocery_store,311.5944,36
drinks,7.81,low_fat,0.067592098,soft_drinks,246.0486,out045,ultra_high,tier_2,supermarket_type1,7086.1094,19
food,8.27,regular,0.089479661,snack_foods,148.6708,out013,high,tier_3,supermarket_type1,2106.5912,34
food,7.97,low_fat,0.021579162,seafood,105.9596,out045,ultra_high,tier_2,supermarket_type1,2049.3324,19
food,14.0,low_fat,0.050371508,fruits_and_vegetables,214.7192,out010,ultra_high,tier_3,grocery_store,862.8768,23
food,9.21,low_fat,0.008757492,fruits_and_vegetables,120.8414,out013,high,tier_3,supermarket_type1,2071.3038,34
non-consumable,17.35,low_fat,0.020676141,others,80.6618,out017,ultra_high,tier_2,supermarket_type1,1208.427,14
food,12.857645184135976,low_fat,0.054443762,snack_foods,184.6582,out019,small,tier_1,grocery_store,185.7582,36
food,8.35,regular,0.126869718,frozen_foods,74.4354,out046,small,tier_1,supermarket_type1,1128.531,24
non-consumable,12.857645184135976,low_fat,0.0,health_and_hygiene,152.0708,out027,medium,tier_3,supermarket_type3,2106.5912,36
food,14.1,low_fat,0.089859642,canned,140.2496,out045,ultra_high,tier_2,supermarket_type1,1693.7952,19
food,8.975,regular,0.01516265,canned,101.899,out010,ultra_high,tier_3,grocery_store,103.199,23
food,6.65,low_fat,0.053506996,canned,150.0734,out018,medium,tier_3,supermarket_type2,3563.3616,12
food,12.857645184135976,low_fat,0.037824735,fruits_and_vegetables,109.7228,out019,small,tier_1,grocery_store,331.5684,36
food,6.44,low_fat,0.0,breads,98.27,out046,small,tier_1,supermarket_type1,2396.88,24
drinks,11.85,low_fat,0.132560174,dairy,97.2726,out013,high,tier_3,supermarket_type1,782.9808,34
food,12.857645184135976,regular,0.023417004,meat,223.8404,out027,medium,tier_3,supermarket_type3,7201.2928,36
non-consumable,20.2,low_fat,0.110356797,household,62.051,out010,ultra_high,tier_3,grocery_store,126.502,23
food,13.65,regular,0.0,meat,36.6532,out017,ultra_high,tier_2,supermarket_type1,755.0172,14
food,14.3,regular,0.04975339,meat,210.3586,out049,medium,tier_1,supermarket_type1,6331.758,22
food,5.78,regular,0.074264356,snack_foods,264.7568,out049,medium,tier_1,supermarket_type1,4745.8224,22
drinks,14.15,low_fat,0.035913805,soft_drinks,41.4138,out013,high,tier_3,supermarket_type1,812.276,34
food,12.857645184135976,regular,0.26639671,frozen_foods,215.6218,out019,small,tier_1,grocery_store,641.1654,36
food,12.857645184135976,low_fat,0.013861607,baking_goods,94.4462,out027,medium,tier_3,supermarket_type3,2036.0164,36
food,19.35,regular,0.049594299,fruits_and_vegetables,77.0644,out013,high,tier_3,supermarket_type1,2278.3676,34
non-consumable,12.857645184135976,low_fat,0.092433518,health_and_hygiene,101.6674,out027,medium,tier_3,supermarket_type3,1426.1436,36
food,11.35,regular,0.063173691,dairy,86.1856,out013,high,tier_3,supermarket_type1,1494.0552,34
food,9.395,low_fat,0.103664897,snack_foods,233.6932,out013,high,tier_3,supermarket_type1,1414.1592,34
non-consumable,15.2,low_fat,0.097043739,health_and_hygiene,116.8492,out035,small,tier_2,supermarket_type1,2664.5316,17
food,15.1,regular,0.099839365,fruits_and_vegetables,143.3786,out035,small,tier_2,supermarket_type1,1733.7432,17
food,11.6,regular,0.009818244,snack_foods,223.1404,out017,ultra_high,tier_2,supermarket_type1,5175.9292,14
non-consumable,9.0,low_fat,0.06953231,health_and_hygiene,266.5884,out035,small,tier_2,supermarket_type1,6624.71,17
drinks,19.7,lf,0.038815341,hard_drinks,124.2362,out045,ultra_high,tier_2,supermarket_type1,1887.543,19
food,13.35,low_fat,0.038494623,snack_foods,240.2564,out013,high,tier_3,supermarket_type1,2860.2768,34
food,12.857645184135976,low_fat,0.051778173,snack_foods,157.892,out019,small,tier_1,grocery_store,319.584,36
food,16.0,low_fat,0.08989642,dairy,143.4154,out013,high,tier_3,supermarket_type1,1985.4156,34
food,7.235,low_fat,0.167316771,snack_foods,197.5452,out010,ultra_high,tier_3,grocery_store,195.7452,23
food,11.5,low_fat,0.173867958,fruits_and_vegetables,128.8652,out045,ultra_high,tier_2,supermarket_type1,1291.652,19
food,12.857645184135976,low_fat,0.041970938,fruits_and_vegetables,55.4272,out019,small,tier_1,grocery_store,111.8544,36
food,17.7,regular,0.0,starchy_foods,183.5924,out035,small,tier_2,supermarket_type1,7033.5112,17
food,18.1,low_fat,0.022526293,fruits_and_vegetables,95.0094,out017,ultra_high,tier_2,supermarket_type1,1713.7692,14
food,19.2,regular,0.005620213,starchy_foods,226.6062,out017,ultra_high,tier_2,supermarket_type1,5191.2426,14
food,18.85,low_fat,0.142219209,canned,167.6132,out018,medium,tier_3,supermarket_type2,1522.0188,12
food,8.1,low_fat,0.128760294,fruits_and_vegetables,213.7902,out017,ultra_high,tier_2,supermarket_type1,5946.9256,14
food,15.6,low_fat,0.0,fruits_and_vegetables,111.9518,out049,medium,tier_1,supermarket_type1,2163.1842,22
non-consumable,12.1,low_fat,0.079806266,household,172.1106,out046,small,tier_1,supermarket_type1,3422.212,24
food,16.7,regular,0.052625179,frozen_foods,113.4176,out018,medium,tier_3,supermarket_type2,1488.7288,12
food,12.857645184135976,low_fat,0.040747616,snack_foods,140.2496,out027,medium,tier_3,supermarket_type3,4093.3384,36
food,17.6,low_fat,0.049267759,snack_foods,113.0176,out018,medium,tier_3,supermarket_type2,2862.94,12
food,6.4,low_fat,0.141860161,frozen_foods,41.0796,out010,ultra_high,tier_3,grocery_store,41.2796,23
food,7.155,regular,0.168154574,breads,33.7874,out035,small,tier_2,supermarket_type1,882.185,17
food,8.355,low_fat,0.013929059,baking_goods,94.1462,out046,small,tier_1,supermarket_type1,2221.1088,24
food,19.0,low_fat,0.128349909,snack_foods,106.5622,out045,ultra_high,tier_2,supermarket_type1,1482.0708,19
food,12.857645184135976,low_fat,0.065872936,fruits_and_vegetables,113.1886,out019,small,tier_1,grocery_store,111.1886,36
food,17.85,regular,0.046608497,fruits_and_vegetables,122.9388,out046,small,tier_1,supermarket_type1,3095.97,24
